"","x"
"10369",-51.84
"10370",-64.6
"10371",-73.74
"10372",-79.5
"10373",-82.69
"10374",-84.47
"10375",-86.07
"10376",-88.48
"10377",-92.09
"10378",-96.41
"10379",-100.17
"10380",-102.04
"10381",-101.55
"10382",-99.86
"10383",-99.65
"10384",-104
"10385",-114.86
"10386",-131.9
"10387",-152.33
"10388",-171.99
"10389",-186.93
"10390",-194.57
"10391",-194.32
"10392",-186.76
"10393",-173.05
"10394",-154.27
"10395",-131.59
"10396",-106.3
"10397",-79.86
"10398",-53.47
"10399",-27.22
"10400",-0.08
"10401",29.81
"10402",63.79
"10403",101.57
"10404",140.62
"10405",176.7
"10406",205.19
"10407",222.56
"10408",227.59
"10409",221.33
"10410",206.57
"10411",186.74
"10412",165.07
"10413",143.98
"10414",125.03
"10415",109.07
"10416",96.5
"10417",87.63
"10418",82.67
"10419",81.75
"10420",84.7
"10421",90.74
"10422",98.51
"10423",106.26
"10424",112.49
"10425",116.34
"10426",117.89
"10427",117.53
"10428",115.33
"10429",110.65
"10430",102.17
"10431",88.75
"10432",70.39
"10433",48.84
"10434",27.45
"10435",10.12
"10436",0
"10437",-1.51
"10438",4.88
"10439",16.91
"10440",31.6
"10441",46.35
"10442",59.59
"10443",70.83
"10444",80.47
"10445",89.32
"10446",98.29
"10447",108.09
"10448",119.01
"10449",130.84
"10450",142.87
"10451",154.08
"10452",163.29
"10453",169.44
"10454",171.7
"10455",169.49
"10456",162.24
"10457",149.51
"10458",131.16
"10459",107.7
"10460",80.64
"10461",52.25
"10462",25.2
"10463",1.7
"10464",-17.13
"10465",-31.35
"10466",-41.93
"10467",-50.09
"10468",-56.74
"10469",-62.14
"10470",-65.94
"10471",-67.14
"10472",-64.13
"10473",-55.08
"10474",-38.45
"10475",-13.86
"10476",17.31
"10477",51.52
"10478",83.84
"10479",109.28
"10480",124.29
"10481",127.85
"10482",121.52
"10483",108.69
"10484",93.13
"10485",77.89
"10486",64.46
"10487",52.88
"10488",42.4
"10489",32.18
"10490",21.83
"10491",11.47
"10492",1.64
"10493",-7.11
"10494",-14.42
"10495",-20.2
"10496",-24.58
"10497",-27.87
"10498",-30.53
"10499",-33.1
"10500",-36.22
"10501",-40.12
"10502",-44.51
"10503",-48.56
"10504",-51.1
"10505",-51.06
"10506",-47.82
"10507",-41.43
"10508",-32.28
"10509",-20.91
"10510",-7.58
"10511",7.77
"10512",25.45
"10513",45.74
"10514",68.59
"10515",93.47
"10516",118.91
"10517",142.95
"10518",163.27
"10519",177.92
"10520",185.97
"10521",187.82
"10522",184.97
"10523",179.2
"10524",171.6
"10525",161.91
"10526",148.85
"10527",130.69
"10528",106.44
"10529",76.69
"10530",43.68
"10531",10.77
"10532",-18.9
"10533",-43.33
"10534",-61.96
"10535",-75.1
"10536",-83.03
"10537",-85.51
"10538",-82.22
"10539",-73.67
"10540",-61.98
"10541",-50.79
"10542",-43.98
"10543",-44.09
"10544",-51.3
"10545",-63.58
"10546",-77.99
"10547",-92.12
"10548",-105
"10549",-116.91
"10550",-128.53
"10551",-140.03
"10552",-150.84
"10553",-159.86
"10554",-166.01
"10555",-168.47
"10556",-166.99
"10557",-161.87
"10558",-153.79
"10559",-143.44
"10560",-131.13
"10561",-116.61
"10562",-99.43
"10563",-79.51
"10564",-57.56
"10565",-35.63
"10566",-16.29
"10567",-2.16
"10568",5.16
"10569",5.53
"10570",0.08
"10571",-9.22
"10572",-20.16
"10573",-30.75
"10574",-39.61
"10575",-45.91
"10576",-49.4
"10577",-50.1
"10578",-48.01
"10579",-43.13
"10580",-35.61
"10581",-26.1
"10582",-16
"10583",-7.35
"10584",-2.28
"10585",-2.27
"10586",-7.79
"10587",-18.07
"10588",-31.86
"10589",-47.79
"10590",-64.9
"10591",-82.61
"10592",-100.42
"10593",-117.49
"10594",-132.6
"10595",-144.3
"10596",-150.96
"10597",-151.32
"10598",-144.49
"10599",-130.12
"10600",-108.3
"10601",-79.55
"10602",-45.06
"10603",-7.14
"10604",30.53
"10605",63.72
"10606",88.77
"10607",104.21
"10608",111.29
"10609",113.45
"10610",114.7
"10611",117.6
"10612",122.25
"10613",126.52
"10614",127.49
"10615",123.26
"10616",113.99
"10617",101.64
"10618",88.79
"10619",77.63
"10620",69.63
"10621",65.73
"10622",66.72
"10623",73.17
"10624",84.82
"10625",99.72
"10626",113.99
"10627",122.5
"10628",120.8
"10629",107.41
"10630",84.76
"10631",58.52
"10632",35.02
"10633",18.18
"10634",8.14
"10635",1.95
"10636",-4
"10637",-11.22
"10638",-18.17
"10639",-21.18
"10640",-16.89
"10641",-4.66
"10642",12.68
"10643",29.92
"10644",42.12
"10645",46.65
"10646",44.06
"10647",37.51
"10648",31.05
"10649",28.24
"10650",31.12
"10651",40.08
"10652",54.44
"10653",73.3
"10654",96.02
"10655",122.22
"10656",151.64
"10657",183.27
"10658",214.9
"10659",242.94
"10660",262.79
"10661",269.92
"10662",260.95
"10663",234.84
"10664",193.31
"10665",140.6
"10666",82.43
"10667",24.44
"10668",-29.2
"10669",-76.36
"10670",-116.51
"10671",-149.67
"10672",-175.37
"10673",-192.49
"10674",-199.9
"10675",-197.53
"10676",-187
"10677",-171.07
"10678",-152.77
"10679",-134.13
"10680",-115.98
"10681",-98.21
"10682",-80.74
"10683",-64.17
"10684",-49.82
"10685",-39.18
"10686",-33.22
"10687",-31.86
"10688",-34.12
"10689",-38.45
"10690",-43.36
"10691",-47.87
"10692",-51.57
"10693",-54.39
"10694",-56.31
"10695",-56.94
"10696",-55.67
"10697",-51.98
"10698",-45.79
"10699",-37.74
"10700",-28.8
"10701",-19.79
"10702",-10.98
"10703",-1.99
"10704",7.71
"10705",18.22
"10706",28.77
"10707",38.04
"10708",44.64
"10709",47.9
"10710",48.26
"10711",46.93
"10712",45.39
"10713",44.7
"10714",45.17
"10715",46.12
"10716",46.39
"10717",44.81
"10718",40.67
"10719",34.18
"10720",26.33
"10721",18.67
"10722",12.78
"10723",9.98
"10724",10.9
"10725",15.74
"10726",24.13
"10727",35.32
"10728",48.24
"10729",61.42
"10730",73.35
"10731",82.4
"10732",87.21
"10733",86.66
"10734",80.26
"10735",68.2
"10736",51.41
"10737",31.42
"10738",10.19
"10739",-10.05
"10740",-27.29
"10741",-39.93
"10742",-47.02
"10743",-48.36
"10744",-44.69
"10745",-37.61
"10746",-29.26
"10747",-21.81
"10748",-16.73
"10749",-14.49
"10750",-14.43
"10751",-15.22
"10752",-15.4
"10753",-13.9
"10754",-10.39
"10755",-5.14
"10756",0.97
"10757",7.09
"10758",12.45
"10759",16.69
"10760",20.1
"10761",23.27
"10762",26.84
"10763",31.04
"10764",35.23
"10765",37.9
"10766",37.06
"10767",30.63
"10768",17.16
"10769",-3.54
"10770",-30.09
"10771",-59.51
"10772",-87.6
"10773",-110.02
"10774",-123.58
"10775",-126.99
"10776",-121.17
"10777",-108.52
"10778",-91.86
"10779",-73.56
"10780",-55.11
"10781",-37.35
"10782",-20.92
"10783",-6.64
"10784",4.83
"10785",13.15
"10786",18.64
"10787",22.14
"10788",24.43
"10789",25.86
"10790",26.3
"10791",25.17
"10792",21.96
"10793",16.6
"10794",9.56
"10795",1.92
"10796",-5.22
"10797",-11.23
"10798",-16.32
"10799",-21.51
"10800",-28.27
"10801",-37.72
"10802",-50.07
"10803",-64.58
"10804",-79.76
"10805",-93.91
"10806",-105.85
"10807",-114.92
"10808",-120.91
"10809",-123.84
"10810",-123.64
"10811",-120.22
"10812",-113.73
"10813",-104.49
"10814",-93.1
"10815",-80.3
"10816",-66.81
"10817",-53.29
"10818",-40.39
"10819",-28.65
"10820",-18.47
"10821",-10.17
"10822",-3.59
"10823",1.74
"10824",6.66
"10825",12.21
"10826",19.69
"10827",30.11
"10828",43.86
"10829",60.13
"10830",76.93
"10831",91.6
"10832",101.7
"10833",106
"10834",104.69
"10835",99.16
"10836",90.86
"10837",80.61
"10838",68.49
"10839",54.23
"10840",38.24
"10841",21.87
"10842",7.11
"10843",-4.2
"10844",-11.42
"10845",-15.38
"10846",-18.07
"10847",-21.67
"10848",-27.73
"10849",-36.59
"10850",-47.55
"10851",-59.21
"10852",-70.02
"10853",-78.87
"10854",-85.23
"10855",-89.03
"10856",-90.35
"10857",-89.47
"10858",-86.33
"10859",-80.82
"10860",-72.93
"10861",-62.94
"10862",-51.59
"10863",-40.02
"10864",-29.45
"10865",-20.95
"10866",-15.3
"10867",-12.79
"10868",-13.16
"10869",-15.77
"10870",-19.68
"10871",-23.95
"10872",-27.77
"10873",-30.6
"10874",-32.12
"10875",-32.39
"10876",-31.6
"10877",-30.1
"10878",-28.23
"10879",-26.34
"10880",-24.8
"10881",-23.86
"10882",-23.69
"10883",-24.08
"10884",-24.69
"10885",-25.06
"10886",-24.97
"10887",-24.44
"10888",-23.66
"10889",-22.85
"10890",-22.08
"10891",-21.07
"10892",-19.45
"10893",-16.93
"10894",-13.32
"10895",-8.69
"10896",-3.3
"10897",2.31
"10898",7.44
"10899",11.13
"10900",12.54
"10901",11.17
"10902",7.02
"10903",0.76
"10904",-6.68
"10905",-14.48
"10906",-21.98
"10907",-28.79
"10908",-34.49
"10909",-38.52
"10910",-40.1
"10911",-38.54
"10912",-33.56
"10913",-25.49
"10914",-15.31
"10915",-4.17
"10916",6.84
"10917",16.95
"10918",25.81
"10919",33.45
"10920",39.96
"10921",45.38
"10922",49.59
"10923",52.43
"10924",53.88
"10925",54.09
"10926",53.44
"10927",52.31
"10928",51.07
"10929",49.78
"10930",48.32
"10931",46.48
"10932",44.1
"10933",41.15
"10934",37.75
"10935",34.13
"10936",30.63
"10937",27.56
"10938",25.11
"10939",23.46
"10940",22.62
"10941",22.62
"10942",23.48
"10943",25.23
"10944",27.94
"10945",31.51
"10946",35.61
"10947",39.66
"10948",43.17
"10949",45.79
"10950",47.46
"10951",48.43
"10952",48.88
"10953",48.9
"10954",48.3
"10955",46.91
"10956",44.49
"10957",41.15
"10958",37.23
"10959",33.22
"10960",29.7
"10961",27.15
"10962",25.82
"10963",25.67
"10964",26.53
"10965",27.83
"10966",29.05
"10967",29.56
"10968",28.84
"10969",26.64
"10970",22.82
"10971",17.44
"10972",10.54
"10973",2.36
"10974",-6.72
"10975",-16.1
"10976",-24.98
"10977",-32.66
"10978",-38.47
"10979",-42.22
"10980",-44.04
"10981",-44.41
"10982",-43.86
"10983",-42.86
"10984",-41.77
"10985",-40.76
"10986",-40.04
"10987",-39.48
"10988",-38.89
"10989",-37.88
"10990",-36
"10991",-32.94
"10992",-28.71
"10993",-23.72
"10994",-18.54
"10995",-13.9
"10996",-10.24
"10997",-7.8
"10998",-6.51
"10999",-6.07
"11000",-6.12
"11001",-6.28
"11002",-6.37
"11003",-6.24
"11004",-6.06
"11005",-6
"11006",-6.24
"11007",-6.84
"11008",-7.6
"11009",-8.38
"11010",-9.03
"11011",-9.57
"11012",-10.12
"11013",-11.01
"11014",-12.44
"11015",-14.45
"11016",-17
"11017",-19.94
"11018",-23.1
"11019",-26.37
"11020",-29.65
"11021",-32.95
"11022",-36.44
"11023",-40.21
"11024",-44.39
"11025",-48.93
"11026",-53.47
"11027",-57.38
"11028",-59.81
"11029",-59.89
"11030",-57.01
"11031",-51
"11032",-42.19
"11033",-31.32
"11034",-19.34
"11035",-7.12
"11036",4.51
"11037",14.84
"11038",23.28
"11039",29.34
"11040",32.8
"11041",33.82
"11042",33.04
"11043",31.48
"11044",30.5
"11045",31.34
"11046",34.99
"11047",42.09
"11048",52.82
"11049",67
"11050",84.09
"11051",103.35
"11052",123.93
"11053",145.08
"11054",165.92
"11055",185.66
"11056",203.22
"11057",217.26
"11058",226.14
"11059",228.12
"11060",221.56
"11061",205.29
"11062",178.88
"11063",142.79
"11064",98.75
"11065",49.58
"11066",-1.03
"11067",-49.1
"11068",-91.18
"11069",-125.28
"11070",-150.9
"11071",-168.63
"11072",-179.21
"11073",-182.74
"11074",-178.81
"11075",-167.14
"11076",-148.67
"11077",-125.86
"11078",-102.39
"11079",-81.89
"11080",-66.6
"11081",-56.91
"11082",-51.72
"11083",-49.52
"11084",-49.22
"11085",-50.54
"11086",-53.66
"11087",-58.81
"11088",-65.87
"11089",-74.41
"11090",-84.09
"11091",-94.8
"11092",-106.68
"11093",-119.66
"11094",-133.3
"11095",-146.62
"11096",-158.34
"11097",-167.18
"11098",-172.17
"11099",-173.01
"11100",-169.76
"11101",-162.83
"11102",-152.6
"11103",-139.4
"11104",-123.61
"11105",-105.78
"11106",-86.61
"11107",-66.81
"11108",-46.91
"11109",-27.04
"11110",-7.25
"11111",12.31
"11112",31.1
"11113",48.36
"11114",63.5
"11115",76.43
"11116",87.58
"11117",97.56
"11118",106.82
"11119",115.26
"11120",122.25
"11121",126.97
"11122",128.93
"11123",128.01
"11124",124.34
"11125",118.07
"11126",109.1
"11127",97.18
"11128",82.27
"11129",64.62
"11130",44.95
"11131",24.35
"11132",4.18
"11133",-14.27
"11134",-29.81
"11135",-41.7
"11136",-49.86
"11137",-54.86
"11138",-57.83
"11139",-59.95
"11140",-62.14
"11141",-64.83
"11142",-67.98
"11143",-71.32
"11144",-74.88
"11145",-79.03
"11146",-84.26
"11147",-90.66
"11148",-97.47
"11149",-103.12
"11150",-105.75
"11151",-103.89
"11152",-96.92
"11153",-85.33
"11154",-70.23
"11155",-52.77
"11156",-33.91
"11157",-14.36
"11158",5.44
"11159",24.88
"11160",43.37
"11161",60.3
"11162",75.18
"11163",87.71
"11164",97.97
"11165",106.34
"11166",113.4
"11167",119.83
"11168",125.94
"11169",131.62
"11170",136.39
"11171",139.84
"11172",141.74
"11173",142.24
"11174",141.37
"11175",139.02
"11176",135
"11177",129.31
"11178",122.48
"11179",115.38
"11180",108.95
"11181",103.51
"11182",98.69
"11183",93.44
"11184",86.76
"11185",78.33
"11186",68.53
"11187",58.13
"11188",47.69
"11189",37.15
"11190",25.96
"11191",13.76
"11192",0.62
"11193",-12.58
"11194",-24.58
"11195",-34.2
"11196",-40.62
"11197",-43.54
"11198",-42.96
"11199",-39.24
"11200",-32.76
"11201",-24.21
"11202",-14.39
"11203",-4.05
"11204",6.14
"11205",15.74
"11206",24.4
"11207",31.72
"11208",37.06
"11209",39.86
"11210",40.05
"11211",38.15
"11212",35.46
"11213",33.43
"11214",33.22
"11215",35.05
"11216",38.28
"11217",41.62
"11218",43.76
"11219",43.82
"11220",41.53
"11221",37.2
"11222",31.27
"11223",24.18
"11224",15.85
"11225",5.77
"11226",-6.78
"11227",-22.16
"11228",-40.06
"11229",-59.33
"11230",-78.22
"11231",-95.06
"11232",-108.52
"11233",-117.99
"11234",-123.42
"11235",-125.21
"11236",-123.79
"11237",-119.48
"11238",-112.56
"11239",-103.14
"11240",-91.26
"11241",-77
"11242",-60.65
"11243",-42.87
"11244",-24.74
"11245",-7.43
"11246",8.17
"11247",21.64
"11248",33.03
"11249",42.84
"11250",51.42
"11251",58.87
"11252",64.83
"11253",68.62
"11254",69.46
"11255",66.97
"11256",61.21
"11257",52.57
"11258",41.59
"11259",28.65
"11260",14.07
"11261",-1.9
"11262",-18.79
"11263",-35.96
"11264",-52.36
"11265",-66.82
"11266",-78.08
"11267",-85.03
"11268",-87.15
"11269",-84.2
"11270",-76.36
"11271",-64.1
"11272",-48.07
"11273",-29.01
"11274",-7.99
"11275",13.71
"11276",34.75
"11277",53.7
"11278",69.66
"11279",82.33
"11280",91.97
"11281",99.13
"11282",104.16
"11283",107.05
"11284",107.32
"11285",104.68
"11286",98.85
"11287",89.96
"11288",78.48
"11289",65
"11290",50.13
"11291",34.16
"11292",17.22
"11293",-0.51
"11294",-18.18
"11295",-34.71
"11296",-48.84
"11297",-59.87
"11298",-67.81
"11299",-73.15
"11300",-76.76
"11301",-79.34
"11302",-81.22
"11303",-82.27
"11304",-82.39
"11305",-81.52
"11306",-79.88
"11307",-77.6
"11308",-74.38
"11309",-69.61
"11310",-62.82
"11311",-54.29
"11312",-45.12
"11313",-36.88
"11314",-30.64
"11315",-26.52
"11316",-23.75
"11317",-20.92
"11318",-16.61
"11319",-10.07
"11320",-1.53
"11321",7.99
"11322",17.01
"11323",24.58
"11324",30.3
"11325",34.15
"11326",36.32
"11327",36.78
"11328",35.51
"11329",32.42
"11330",27.72
"11331",21.81
"11332",15.49
"11333",9.5
"11334",4.33
"11335",0.28
"11336",-2.74
"11337",-4.82
"11338",-6.11
"11339",-6.59
"11340",-6.26
"11341",-5.1
"11342",-3.32
"11343",-1.22
"11344",0.9
"11345",2.73
"11346",3.85
"11347",3.82
"11348",2.35
"11349",-0.69
"11350",-5.15
"11351",-10.71
"11352",-16.87
"11353",-22.82
"11354",-27.56
"11355",-29.97
"11356",-29.34
"11357",-25.79
"11358",-20.25
"11359",-14.11
"11360",-8.48
"11361",-3.88
"11362",-0.13
"11363",3.11
"11364",6.03
"11365",8.34
"11366",9.47
"11367",9.08
"11368",7.4
"11369",5.34
"11370",3.84
"11371",3.65
"11372",4.86
"11373",7.14
"11374",9.87
"11375",12.47
"11376",14.43
"11377",15.33
"11378",15.09
"11379",13.62
"11380",11.09
"11381",7.8
"11382",4.1
"11383",0.33
"11384",-3.24
"11385",-6.43
"11386",-9.25
"11387",-11.61
"11388",-13.63
"11389",-15.58
"11390",-17.71
"11391",-20.2
"11392",-22.84
"11393",-25
"11394",-25.77
"11395",-24.49
"11396",-20.92
"11397",-15.64
"11398",-9.71
"11399",-4.19
"11400",0.15
"11401",3.35
"11402",5.84
"11403",8.21
"11404",10.73
"11405",13.37
"11406",15.85
"11407",17.89
"11408",19.57
"11409",21.04
"11410",22.66
"11411",24.5
"11412",26.32
"11413",27.63
"11414",27.88
"11415",26.83
"11416",24.53
"11417",21.61
"11418",18.75
"11419",16.59
"11420",15.49
"11421",15.42
"11422",16.24
"11423",17.8
"11424",20.12
"11425",23.09
"11426",26.42
"11427",29.34
"11428",31.05
"11429",30.94
"11430",28.94
"11431",25.66
"11432",21.95
"11433",18.71
"11434",16.37
"11435",14.87
"11436",13.64
"11437",12.05
"11438",9.51
"11439",5.74
"11440",0.69
"11441",-5.5
"11442",-12.55
"11443",-20.12
"11444",-27.88
"11445",-35.58
"11446",-43.01
"11447",-49.95
"11448",-56.19
"11449",-61.46
"11450",-65.43
"11451",-67.77
"11452",-68.24
"11453",-66.69
"11454",-63.22
"11455",-58.19
"11456",-52.11
"11457",-45.62
"11458",-39.25
"11459",-33.45
"11460",-28.48
"11461",-24.46
"11462",-21.44
"11463",-19.4
"11464",-18.23
"11465",-17.74
"11466",-17.73
"11467",-18.05
"11468",-18.68
"11469",-19.75
"11470",-21.38
"11471",-23.46
"11472",-25.37
"11473",-26.05
"11474",-24.28
"11475",-19.1
"11476",-10.26
"11477",1.52
"11478",14.84
"11479",28.11
"11480",40.02
"11481",49.82
"11482",57.36
"11483",62.77
"11484",66.27
"11485",68.02
"11486",68.1
"11487",66.67
"11488",63.89
"11489",60.09
"11490",55.5
"11491",50.27
"11492",44.33
"11493",37.66
"11494",30.44
"11495",22.97
"11496",15.7
"11497",9.16
"11498",3.68
"11499",-0.58
"11500",-3.68
"11501",-5.93
"11502",-7.59
"11503",-8.88
"11504",-10.04
"11505",-11.18
"11506",-12.48
"11507",-14.2
"11508",-16.69
"11509",-20.35
"11510",-25.49
"11511",-32.03
"11512",-39.25
"11513",-45.93
"11514",-50.46
"11515",-51.59
"11516",-48.81
"11517",-42.64
"11518",-34.35
"11519",-25.49
"11520",-17.37
"11521",-10.74
"11522",-5.88
"11523",-2.65
"11524",-0.9
"11525",-0.5
"11526",-1.18
"11527",-2.46
"11528",-3.69
"11529",-4.09
"11530",-3.21
"11531",-1.02
"11532",2.08
"11533",5.51
"11534",8.6
"11535",11.11
"11536",13.04
"11537",14.61
"11538",16.05
"11539",17.33
"11540",18.26
"11541",18.54
"11542",17.98
"11543",16.48
"11544",14.22
"11545",11.38
"11546",8.09
"11547",4.28
"11548",-0.27
"11549",-5.84
"11550",-12.6
"11551",-20.5
"11552",-29.18
"11553",-37.85
"11554",-45.53
"11555",-51.12
"11556",-53.81
"11557",-53.24
"11558",-49.66
"11559",-43.86
"11560",-36.93
"11561",-29.83
"11562",-23.2
"11563",-17.3
"11564",-12.18
"11565",-7.69
"11566",-3.78
"11567",-0.24
"11568",3.21
"11569",6.97
"11570",11.13
"11571",15.15
"11572",17.76
"11573",17.16
"11574",12.16
"11575",2.52
"11576",-10.63
"11577",-25.16
"11578",-38.87
"11579",-50.06
"11580",-57.99
"11581",-62.57
"11582",-64.03
"11583",-62.43
"11584",-57.82
"11585",-50.28
"11586",-40.29
"11587",-28.9
"11588",-17.43
"11589",-7.38
"11590",0.14
"11591",4.44
"11592",5.5
"11593",3.75
"11594",0.24
"11595",-3.77
"11596",-6.99
"11597",-8.3
"11598",-7.07
"11599",-3.11
"11600",3
"11601",10.33
"11602",17.53
"11603",23.41
"11604",27.18
"11605",28.45
"11606",27.31
"11607",24.2
"11608",19.79
"11609",14.88
"11610",10.28
"11611",6.61
"11612",4.18
"11613",3.06
"11614",2.99
"11615",3.58
"11616",4.41
"11617",5.15
"11618",5.65
"11619",5.82
"11620",5.69
"11621",5.2
"11622",4.46
"11623",3.49
"11624",2.43
"11625",1.35
"11626",0.4
"11627",-0.2
"11628",-0.3
"11629",0.23
"11630",1.22
"11631",2.42
"11632",3.31
"11633",3.64
"11634",3.4
"11635",2.9
"11636",2.79
"11637",3.76
"11638",6.33
"11639",10.77
"11640",17.15
"11641",25.22
"11642",34.59
"11643",44.76
"11644",54.88
"11645",64.04
"11646",71.34
"11647",76.12
"11648",78.17
"11649",77.9
"11650",76.11
"11651",73.77
"11652",71.8
"11653",70.56
"11654",70.05
"11655",69.98
"11656",69.97
"11657",69.77
"11658",69.21
"11659",67.92
"11660",65.18
"11661",60.11
"11662",51.76
"11663",39.79
"11664",24.7
"11665",7.92
"11666",-8.48
"11667",-22.29
"11668",-31.72
"11669",-35.76
"11670",-34.16
"11671",-27.66
"11672",-17.64
"11673",-5.82
"11674",5.88
"11675",15.87
"11676",23
"11677",26.75
"11678",27.32
"11679",25.66
"11680",23.06
"11681",20.94
"11682",20.38
"11683",21.59
"11684",24.16
"11685",26.97
"11686",28.92
"11687",29.38
"11688",28.54
"11689",27.15
"11690",26.15
"11691",25.97
"11692",26.33
"11693",26.56
"11694",25.87
"11695",23.8
"11696",20.27
"11697",15.69
"11698",10.52
"11699",5
"11700",-0.73
"11701",-6.72
"11702",-12.89
"11703",-18.95
"11704",-24.39
"11705",-28.76
"11706",-31.8
"11707",-33.7
"11708",-35.14
"11709",-37.06
"11710",-40.38
"11711",-45.63
"11712",-52.78
"11713",-61.32
"11714",-70.41
"11715",-79.18
"11716",-86.86
"11717",-92.84
"11718",-96.71
"11719",-98.55
"11720",-98.77
"11721",-97.8
"11722",-95.93
"11723",-92.82
"11724",-87.65
"11725",-79.52
"11726",-67.95
"11727",-53.42
"11728",-37.37
"11729",-21.74
"11730",-7.92
"11731",3.47
"11732",12.69
"11733",20.37
"11734",26.95
"11735",32.36
"11736",36.29
"11737",38.59
"11738",39.5
"11739",39.83
"11740",40.35
"11741",41.37
"11742",42.56
"11743",43.12
"11744",42.36
"11745",39.99
"11746",36.43
"11747",32.4
"11748",28.56
"11749",25.08
"11750",21.7
"11751",17.9
"11752",13.2
"11753",7.57
"11754",1.21
"11755",-5.49
"11756",-12.23
"11757",-18.84
"11758",-25.37
"11759",-31.94
"11760",-38.63
"11761",-45.3
"11762",-51.5
"11763",-56.4
"11764",-58.92
"11765",-58.01
"11766",-52.78
"11767",-42.86
"11768",-28.57
"11769",-10.87
"11770",8.82
"11771",28.82
"11772",47.61
"11773",64.06
"11774",77.5
"11775",87.81
"11776",95.16
"11777",99.96
"11778",102.88
"11779",104.71
"11780",106.54
"11781",109.43
"11782",114.18
"11783",120.97
"11784",129.31
"11785",138.19
"11786",146.71
"11787",154.34
"11788",160.95
"11789",166.37
"11790",169.88
"11791",170.1
"11792",165.42
"11793",154.84
"11794",138.38
"11795",117.36
"11796",93.7
"11797",68.79
"11798",43.25
"11799",16.82
"11800",-10.83
"11801",-39.29
"11802",-67.23
"11803",-92.72
"11804",-113.51
"11805",-127.46
"11806",-132.68
"11807",-127.54
"11808",-111.28
"11809",-84.71
"11810",-50.61
"11811",-13.67
"11812",20.66
"11813",47.7
"11814",64.65
"11815",71.01
"11816",68.33
"11817",59.1
"11818",45.91
"11819",30.94
"11820",15.67
"11821",1.19
"11822",-11.72
"11823",-22.54
"11824",-31.01
"11825",-37.06
"11826",-41.18
"11827",-44.19
"11828",-47
"11829",-50.4
"11830",-54.56
"11831",-58.96
"11832",-62.63
"11833",-64.44
"11834",-63.55
"11835",-59.85
"11836",-53.8
"11837",-46.3
"11838",-38.43
"11839",-31.13
"11840",-24.79
"11841",-19.36
"11842",-14.19
"11843",-8.39
"11844",-1.37
"11845",6.81
"11846",15.44
"11847",23.07
"11848",28.41
"11849",30.8
"11850",30.55
"11851",28.95
"11852",27.76
"11853",28.58
"11854",32.14
"11855",38.08
"11856",44.9
"11857",50.73
"11858",53.88
"11859",53.29
"11860",48.7
"11861",40.54
"11862",29.66
"11863",17.17
"11864",4.43
"11865",-7.37
"11866",-17.33
"11867",-25.32
"11868",-32.17
"11869",-39.27
"11870",-47.93
"11871",-58.66
"11872",-70.61
"11873",-81.69
"11874",-89.44
"11875",-91.56
"11876",-86.77
"11877",-75
"11878",-57.04
"11879",-34.35
"11880",-8.7
"11881",17.76
"11882",42.61
"11883",63.23
"11884",77.19
"11885",82.73
"11886",79.13
"11887",66.83
"11888",47.1
"11889",21.62
"11890",-7.9
"11891",-39.73
"11892",-72.23
"11893",-103.51
"11894",-131.53
"11895",-154.11
"11896",-169.18
"11897",-175.19
"11898",-171.69
"11899",-159.39
"11900",-140.05
"11901",-116.28
"11902",-90.98
"11903",-66.93
"11904",-46.18
"11905",-29.65
"11906",-16.87
"11907",-6.34
"11908",4.11
"11909",16.48
"11910",31.86
"11911",50.18
"11912",70.38
"11913",91.01
"11914",111.1
"11915",130.47
"11916",149.47
"11917",168.36
"11918",186.57
"11919",202.34
"11920",213.01
"11921",215.8
"11922",208.74
"11923",191.52
"11924",165.4
"11925",132.83
"11926",96.48
"11927",58.52
"11928",20.52
"11929",-16.27
"11930",-50.51
"11931",-80.76
"11932",-105.56
"11933",-124.14
"11934",-136.94
"11935",-145.62
"11936",-152.4
"11937",-159.04
"11938",-165.78
"11939",-171.27
"11940",-173.1
"11941",-168.55
"11942",-155.68
"11943",-133.97
"11944",-104.63
"11945",-70.37
"11946",-34.66
"11947",-0.69
"11948",29.21
"11949",54.17
"11950",74.35
"11951",90.2
"11952",101.57
"11953",107.57
"11954",106.89
"11955",98.9
"11956",84.33
"11957",65.34
"11958",44.75
"11959",24.83
"11960",6.58
"11961",-10.14
"11962",-25.89
"11963",-40.84
"11964",-54.51
"11965",-66.05
"11966",-75
"11967",-81.73
"11968",-87.34
"11969",-92.89
"11970",-98.4
"11971",-102.38
"11972",-102.35
"11973",-96.26
"11974",-83.5
"11975",-65.56
"11976",-45.13
"11977",-24.92
"11978",-6.33
"11979",10.92
"11980",27.95
"11981",45.32
"11982",62.04
"11983",75.65
"11984",83.24
"11985",83.07
"11986",75.55
"11987",63.12
"11988",49.27
"11989",37.02
"11990",27.9
"11991",21.79
"11992",17.61
"11993",14.06
"11994",10.41
"11995",6.56
"11996",2.69
"11997",-1.13
"11998",-5.09
"11999",-9.51
"12000",-14.53
"12001",-19.82
"12002",-24.62
"12003",-27.94
"12004",-29.11
"12005",-28.19
"12006",-26.07
"12007",-24.2
"12008",-23.69
"12009",-24.69
"12010",-26.09
"12011",-25.93
"12012",-22.52
"12013",-15.47
"12014",-6.1
"12015",3.13
"12016",9.88
"12017",12.95
"12018",12.74
"12019",10.57
