"","x"
"12020",7.81
"12021",5.07
"12022",2.25
"12023",-1.1
"12024",-5.2
"12025",-9.94
"12026",-14.9
"12027",-19.65
"12028",-24.05
"12029",-28.37
"12030",-33.41
"12031",-40.09
"12032",-49.22
"12033",-60.81
"12034",-73.63
"12035",-85.06
"12036",-91.87
"12037",-91.7
"12038",-84.35
"12039",-72.39
"12040",-59.84
"12041",-50.08
"12042",-43.76
"12043",-38.45
"12044",-30.05
"12045",-15.46
"12046",5.31
"12047",28.84
"12048",50.06
"12049",64.96
"12050",72.62
"12051",75.44
"12052",77.54
"12053",82.3
"12054",90.58
"12055",100.4
"12056",108.25
"12057",110.88
"12058",106.87
"12059",97.1
"12060",83.83
"12061",69.55
"12062",55.69
"12063",42.23
"12064",28.33
"12065",13.22
"12066",-3.06
"12067",-19.49
"12068",-34.42
"12069",-46.39
"12070",-54.47
"12071",-58.33
"12072",-58.09
"12073",-54.06
"12074",-46.62
"12075",-36.33
"12076",-23.98
"12077",-10.41
"12078",3.58
"12079",17.32
"12080",30.09
"12081",40.94
"12082",48.73
"12083",52.42
"12084",51.54
"12085",46.48
"12086",38.67
"12087",29.95
"12088",22.3
"12089",17.06
"12090",14.73
"12091",15.06
"12092",17.03
"12093",19.26
"12094",20.32
"12095",19.29
"12096",15.95
"12097",11.01
"12098",5.64
"12099",0.96
"12100",-2.44
"12101",-4.73
"12102",-6.65
"12103",-9.02
"12104",-12.1
"12105",-15.31
"12106",-17.25
"12107",-16.23
"12108",-11.04
"12109",-1.59
"12110",10.81
"12111",23.92
"12112",35.38
"12113",43.59
"12114",48.23
"12115",50.11
"12116",50.51
"12117",50.26
"12118",49.43
"12119",47.11
"12120",42.28
"12121",34.29
"12122",23.23
"12123",9.85
"12124",-4.84
"12125",-19.82
"12126",-34.29
"12127",-47.54
"12128",-59.18
"12129",-69.13
"12130",-77.75
"12131",-85.79
"12132",-93.95
"12133",-102.41
"12134",-110.13
"12135",-115.03
"12136",-114.72
"12137",-107.45
"12138",-92.83
"12139",-72.14
"12140",-47.67
"12141",-21.99
"12142",2.69
"12143",25.11
"12144",44.91
"12145",62.4
"12146",78.14
"12147",92.61
"12148",105.37
"12149",115.12
"12150",119.76
"12151",117.05
"12152",105.65
"12153",85.8
"12154",59.53
"12155",30.21
"12156",1.41
"12157",-24.18
"12158",-45.3
"12159",-61.91
"12160",-74.56
"12161",-83.45
"12162",-88.26
"12163",-88.36
"12164",-83.64
"12165",-75.29
"12166",-65.92
"12167",-58.54
"12168",-55.28
"12169",-56.29
"12170",-59.59
"12171",-62.1
"12172",-61.11
"12173",-55.17
"12174",-44.48
"12175",-30.48
"12176",-15.01
"12177",0.09
"12178",13.34
"12179",23.94
"12180",31.91
"12181",37.98
"12182",43.34
"12183",48.67
"12184",53.73
"12185",57.21
"12186",57.48
"12187",53.59
"12188",46.16
"12189",37.14
"12190",28.88
"12191",23.02
"12192",19.53
"12193",17.1
"12194",13.8
"12195",8.24
"12196",0.16
"12197",-9.49
"12198",-19.08
"12199",-26.97
"12200",-32.24
"12201",-34.83
"12202",-35.15
"12203",-33.43
"12204",-29.37
"12205",-22.42
"12206",-12.32
"12207",0.26
"12208",13.73
"12209",26.15
"12210",36.09
"12211",43.24
"12212",48.34
"12213",52.46
"12214",56.19
"12215",59.09
"12216",59.83
"12217",56.69
"12218",48.55
"12219",35.33
"12220",18.21
"12221",-0.8
"12222",-19.1
"12223",-34.15
"12224",-44.19
"12225",-48.69
"12226",-48.65
"12227",-46.09
"12228",-43.12
"12229",-41.09
"12230",-40.31
"12231",-40.24
"12232",-40.38
"12233",-40.88
"12234",-42.22
"12235",-44.62
"12236",-47.06
"12237",-47.44
"12238",-43.86
"12239",-36.04
"12240",-25.8
"12241",-16.26
"12242",-9.99
"12243",-7.26
"12244",-6.12
"12245",-3.65
"12246",1.88
"12247",9.67
"12248",16.84
"12249",20.22
"12250",18.11
"12251",11
"12252",1.22
"12253",-8.65
"12254",-16.73
"12255",-22.22
"12256",-25
"12257",-25.16
"12258",-22.75
"12259",-18.13
"12260",-12.15
"12261",-6.02
"12262",-0.87
"12263",2.69
"12264",4.99
"12265",6.93
"12266",9.51
"12267",13.32
"12268",18.32
"12269",24.03
"12270",29.61
"12271",34.04
"12272",36.09
"12273",34.58
"12274",28.74
"12275",18.77
"12276",6.14
"12277",-6.49
"12278",-16.14
"12279",-20.75
"12280",-20.09
"12281",-15.77
"12282",-10.45
"12283",-6.6
"12284",-5.58
"12285",-7.37
"12286",-11.02
"12287",-15.4
"12288",-19.7
"12289",-23.73
"12290",-27.63
"12291",-31.54
"12292",-35.36
"12293",-38.88
"12294",-41.98
"12295",-45.01
"12296",-48.88
"12297",-54.43
"12298",-62.03
"12299",-70.97
"12300",-79.2
"12301",-83.71
"12302",-81.55
"12303",-70.88
"12304",-52.1
"12305",-27.93
"12306",-2.29
"12307",21.1
"12308",40.25
"12309",55.31
"12310",68.13
"12311",80.72
"12312",93.97
"12313",107.04
"12314",117.68
"12315",123.43
"12316",122.84
"12317",116.04
"12318",104.62
"12319",90.84
"12320",76.79
"12321",63.73
"12322",52.04
"12323",41.46
"12324",31.5
"12325",21.79
"12326",12.17
"12327",2.95
"12328",-5.45
"12329",-12.55
"12330",-18.06
"12331",-22.13
"12332",-25.23
"12333",-27.79
"12334",-29.72
"12335",-30.12
"12336",-27.78
"12337",-22.14
"12338",-14.01
"12339",-5.74
"12340",-0.05
"12341",1.33
"12342",-1.25
"12343",-5.46
"12344",-8.5
"12345",-8.57
"12346",-6.08
"12347",-3.27
"12348",-2.7
"12349",-5.81
"12350",-12.15
"12351",-20.08
"12352",-27.74
"12353",-34.13
"12354",-39.15
"12355",-43.07
"12356",-45.87
"12357",-46.89
"12358",-45.2
"12359",-40.07
"12360",-31.59
"12361",-20.87
"12362",-9.84
"12363",-0.63
"12364",5.11
"12365",6.79
"12366",4.92
"12367",0.99
"12368",-3.01
"12369",-5.18
"12370",-4.42
"12371",-0.93
"12372",3.93
"12373",8.31
"12374",10.99
"12375",12.05
"12376",12.88
"12377",15.37
"12378",20.71
"12379",28.52
"12380",36.93
"12381",43.43
"12382",45.91
"12383",43.39
"12384",36.08
"12385",24.98
"12386",11.45
"12387",-3.03
"12388",-16.89
"12389",-28.59
"12390",-36.66
"12391",-40.26
"12392",-39.36
"12393",-34.71
"12394",-27.47
"12395",-18.81
"12396",-9.75
"12397",-1.09
"12398",6.44
"12399",12.28
"12400",16.27
"12401",18.7
"12402",20.14
"12403",20.85
"12404",20.51
"12405",18.18
"12406",13.2
"12407",5.86
"12408",-2.27
"12409",-8.8
"12410",-11.53
"12411",-9.57
"12412",-4.09
"12413",2.39
"12414",6.94
"12415",7.69
"12416",4.32
"12417",-2.01
"12418",-9.65
"12419",-17.17
"12420",-23.75
"12421",-29.28
"12422",-33.67
"12423",-36.64
"12424",-37.6
"12425",-36.15
"12426",-32.38
"12427",-27.14
"12428",-21.92
"12429",-18.04
"12430",-16.09
"12431",-15.89
"12432",-16.58
"12433",-17.09
"12434",-16.48
"12435",-13.88
"12436",-8.53
"12437",-0.28
"12438",10.02
"12439",20.45
"12440",28.68
"12441",33.15
"12442",34.11
"12443",33.69
"12444",34.49
"12445",38.03
"12446",43.44
"12447",47.96
"12448",48.46
"12449",43.37
"12450",33.33
"12451",20.65
"12452",7.85
"12453",-3.69
"12454",-13.89
"12455",-23.24
"12456",-31.69
"12457",-38.45
"12458",-42.38
"12459",-42.77
"12460",-39.94
"12461",-35.36
"12462",-30.89
"12463",-28.08
"12464",-27.61
"12465",-28.95
"12466",-30.63
"12467",-30.69
"12468",-27.25
"12469",-19.35
"12470",-7.56
"12471",5.91
"12472",18.04
"12473",25.97
"12474",28.65
"12475",27.13
"12476",24.13
"12477",22.64
"12478",24.28
"12479",28.61
"12480",33.36
"12481",35.96
"12482",34.73
"12483",29.67
"12484",22.01
"12485",13.13
"12486",3.75
"12487",-6.29
"12488",-17.3
"12489",-28.92
"12490",-39.69
"12491",-47.44
"12492",-50.1
"12493",-46.67
"12494",-37.81
"12495",-25.5
"12496",-12.35
"12497",-0.75
"12498",7.58
"12499",11.88
"12500",12.18
"12501",9.26
"12502",4.68
"12503",0.49
"12504",-1.41
"12505",0
"12506",4.15
"12507",8.95
"12508",11.96
"12509",11.72
"12510",8.75
"12511",5.55
"12512",4.92
"12513",8.42
"12514",15.21
"12515",22.55
"12516",27.06
"12517",26.64
"12518",21.12
"12519",11.84
"12520",0.58
"12521",-11.42
"12522",-23.63
"12523",-35.46
"12524",-45.72
"12525",-52.59
"12526",-54.32
"12527",-50.3
"12528",-41.5
"12529",-30.15
"12530",-18.76
"12531",-8.94
"12532",-1
"12533",5.66
"12534",11.8
"12535",17.83
"12536",23.8
"12537",29.69
"12538",35.44
"12539",40.43
"12540",43.3
"12541",42.19
"12542",35.79
"12543",24.74
"12544",12.01
"12545",1.99
"12546",-1.54
"12547",2.56
"12548",12.03
"12549",22.33
"12550",28.98
"12551",29.54
"12552",24.39
"12553",16.07
"12554",7.25
"12555",-0.56
"12556",-7.33
"12557",-13.98
"12558",-21.18
"12559",-28.52
"12560",-34.54
"12561",-37.34
"12562",-35.61
"12563",-29.41
"12564",-20.31
"12565",-10.75
"12566",-3.11
"12567",1.04
"12568",1.34
"12569",-1.57
"12570",-6.31
"12571",-11.24
"12572",-14.72
"12573",-15.64
"12574",-13.86
"12575",-10.13
"12576",-5.87
"12577",-2.25
"12578",0.5
"12579",3.28
"12580",7.48
"12581",14.06
"12582",22.85
"12583",32.55
"12584",41.27
"12585",47.37
"12586",50.03
"12587",49.22
"12588",45.41
"12589",39.21
"12590",31.31
"12591",22.56
"12592",14.01
"12593",6.77
"12594",1.59
"12595",-1.36
"12596",-2.59
"12597",-3.08
"12598",-4.03
"12599",-6.37
"12600",-10.46
"12601",-15.9
"12602",-21.62
"12603",-26.07
"12604",-27.53
"12605",-24.62
"12606",-17.02
"12607",-5.66
"12608",7.28
"12609",19.02
"12610",27.13
"12611",30.46
"12612",29.31
"12613",25.03
"12614",19.13
"12615",12.48
"12616",5.42
"12617",-1.92
"12618",-9.11
"12619",-15.13
"12620",-19.01
"12621",-20.35
"12622",-19.68
"12623",-18.24
"12624",-17.21
"12625",-17.04
"12626",-17.26
"12627",-16.95
"12628",-15.32
"12629",-12.22
"12630",-8.05
"12631",-3.54
"12632",0.6
"12633",3.74
"12634",5.34
"12635",4.86
"12636",2.25
"12637",-1.56
"12638",-4.74
"12639",-5.26
"12640",-1.85
"12641",4.75
"12642",12.01
"12643",16.62
"12644",16.28
"12645",11.01
"12646",3.02
"12647",-4.66
"12648",-10.1
"12649",-13.26
"12650",-16.04
"12651",-20.73
"12652",-28.68
"12653",-39.53
"12654",-51.46
"12655",-61.94
"12656",-68.66
"12657",-70.28
"12658",-66.25
"12659",-57.03
"12660",-43.77
"12661",-28.24
"12662",-12.39
"12663",2.04
"12664",14.03
"12665",23.43
"12666",30.97
"12667",37.74
"12668",44.61
"12669",51.7
"12670",58.23
"12671",62.83
"12672",64.22
"12673",61.82
"12674",55.92
"12675",47.5
"12676",37.71
"12677",27.36
"12678",17.03
"12679",7.18
"12680",-1.55
"12681",-8.4
"12682",-12.8
"12683",-14.91
"12684",-15.83
"12685",-17.36
"12686",-21.52
"12687",-29.51
"12688",-41.13
"12689",-54.82
"12690",-68
"12691",-77.65
"12692",-81.23
"12693",-77.38
"12694",-66.28
"12695",-49.72
"12696",-30.4
"12697",-11.07
"12698",6.14
"12699",20.14
"12700",30.68
"12701",37.91
"12702",42.01
"12703",43.14
"12704",41.87
"12705",39.52
"12706",37.89
"12707",38.37
"12708",41
"12709",44
"12710",44.67
"12711",41.06
"12712",33.39
"12713",24.35
"12714",17.82
"12715",16.55
"12716",20.53
"12717",26.9
"12718",31.25
"12719",30.01
"12720",22.04
"12721",8.9
"12722",-6.4
"12723",-20.9
"12724",-32.71
"12725",-41.02
"12726",-45.44
"12727",-45.65
"12728",-41.22
"12729",-32.11
"12730",-19.04
"12731",-3.51
"12732",12.43
"12733",26.81
"12734",38.24
"12735",45.94
"12736",49.83
"12737",50.36
"12738",48.28
"12739",44.42
"12740",39.65
"12741",34.5
"12742",29.36
"12743",24.64
"12744",20.81
"12745",18.62
"12746",18.69
"12747",21.05
"12748",24.77
"12749",28.09
"12750",28.61
"12751",24.36
"12752",14.5
"12753",-0.32
"12754",-18.04
"12755",-35.98
"12756",-51.78
"12757",-64.1
"12758",-72.56
"12759",-77.37
"12760",-78.56
"12761",-75.58
"12762",-67.74
"12763",-54.8
"12764",-37.69
"12765",-18.52
"12766",0.08
"12767",15.99
"12768",28.16
"12769",36.81
"12770",42.83
"12771",47.06
"12772",50.04
"12773",51.84
"12774",52.45
"12775",52.05
"12776",50.85
"12777",49.18
"12778",47.43
"12779",45.93
"12780",44.95
"12781",44.57
"12782",44.48
"12783",43.88
"12784",41.9
"12785",37.72
"12786",31.25
"12787",23.05
"12788",14.12
"12789",5.35
"12790",-2.78
"12791",-10.26
"12792",-17.26
"12793",-23.67
"12794",-28.99
"12795",-32.4
"12796",-33.06
"12797",-30.32
"12798",-23.77
"12799",-13.36
"12800",0.27
"12801",15.64
"12802",30.35
"12803",41.71
"12804",47.7
"12805",47.88
"12806",43.67
"12807",37.79
"12808",32.93
"12809",30.48
"12810",30.36
"12811",31.28
"12812",31.83
"12813",31.09
"12814",28.78
"12815",25
"12816",19.88
"12817",13.26
"12818",5.02
"12819",-4.61
"12820",-15.04
"12821",-25.18
"12822",-33.9
"12823",-40.18
"12824",-43.36
"12825",-43.21
"12826",-39.93
"12827",-34.1
"12828",-26.4
"12829",-17.44
"12830",-7.57
"12831",2.99
"12832",14
"12833",24.96
"12834",34.88
"12835",42.65
"12836",47.38
"12837",48.76
"12838",47.46
"12839",44.87
"12840",42.45
"12841",40.95
"12842",40.12
"12843",38.83
"12844",36.15
"12845",32.11
"12846",27.88
"12847",25.22
"12848",25.51
"12849",28.64
"12850",33.06
"12851",36.53
"12852",37.25
"12853",34.7
"12854",29.78
"12855",24.15
"12856",19.44
"12857",16.71
"12858",16.29
"12859",17.9
"12860",21.05
"12861",24.96
"12862",28.76
"12863",31.3
"12864",31.31
"12865",27.72
"12866",20.08
"12867",8.89
"12868",-4.19
"12869",-16.79
"12870",-26.36
"12871",-31
"12872",-30.02
"12873",-24.26
"12874",-15.57
"12875",-6.21
"12876",1.95
"12877",7.88
"12878",11.44
"12879",13.08
"12880",13.63
"12881",13.92
"12882",14.65
"12883",16.28
"12884",18.89
"12885",22.15
"12886",25.23
"12887",26.98
"12888",26.18
"12889",21.87
"12890",13.67
"12891",1.85
"12892",-12.68
"12893",-28.47
"12894",-43.85
"12895",-57.1
"12896",-66.9
"12897",-72.6
"12898",-74.52
"12899",-73.63
"12900",-71.07
"12901",-67.75
"12902",-63.85
"12903",-58.93
"12904",-52.11
"12905",-42.52
"12906",-29.76
"12907",-14.23
"12908",2.79
"12909",19.4
"12910",33.46
"12911",43.34
"12912",48.52
"12913",49.85
"12914",49.13
"12915",48.51
"12916",49.37
"12917",51.83
"12918",54.65
"12919",55.91
"12920",53.87
"12921",47.69
"12922",37.64
"12923",24.77
"12924",10.54
"12925",-3.73
"12926",-17.1
"12927",-29.03
"12928",-39.26
"12929",-47.56
"12930",-53.74
"12931",-57.65
"12932",-59.35
"12933",-59.13
"12934",-57.51
"12935",-54.99
"12936",-51.84
"12937",-47.92
"12938",-42.58
"12939",-35.06
"12940",-25.13
"12941",-13.57
"12942",-2.09
"12943",7.34
"12944",13.44
"12945",16.35
"12946",17.3
"12947",17.96
"12948",19.31
"12949",21.08
"12950",21.95
"12951",20.42
"12952",15.8
"12953",8.51
"12954",-0.08
"12955",-8.43
"12956",-15.5
"12957",-20.85
"12958",-24.56
"12959",-26.81
"12960",-27.79
"12961",-27.74
"12962",-27.02
"12963",-26.19
"12964",-25.91
"12965",-26.87
"12966",-29.45
"12967",-33.59
"12968",-38.33
"12969",-42.2
"12970",-43.49
"12971",-40.81
"12972",-33.76
"12973",-23.05
"12974",-10.28
"12975",2.91
"12976",15.39
"12977",27.17
"12978",38.89
"12979",51.21
"12980",64.07
"12981",76.49
"12982",86.79
"12983",93.5
"12984",95.84
"12985",93.95
"12986",88.44
"12987",79.85
"12988",68.5
"12989",54.66
"12990",39.11
"12991",23.39
"12992",9.68
"12993",-0.14
"12994",-5.34
"12995",-6.92
"12996",-7.54
"12997",-10.33
"12998",-17.48
"12999",-29.2
"13000",-43.33
"13001",-56.16
"13002",-64.1
"13003",-65.07
"13004",-59.26
"13005",-48.81
"13006",-36.85
"13007",-26.11
"13008",-18.34
"13009",-14.04
"13010",-12.72
"13011",-13.37
"13012",-14.73
"13013",-15.26
"13014",-13.55
"13015",-8.54
"13016",-0.07
"13017",10.86
"13018",22.6
"13019",33.16
"13020",41.04
"13021",45.37
"13022",45.95
"13023",42.72
"13024",35.72
"13025",25.11
"13026",11.37
"13027",-4.25
"13028",-20.1
"13029",-34.29
"13030",-45.53
"13031",-53.19
"13032",-57.49
"13033",-58.94
"13034",-58.07
"13035",-55.16
"13036",-50.4
"13037",-43.97
"13038",-36.1
"13039",-27.22
"13040",-17.88
"13041",-8.89
"13042",-1.12
"13043",4.62
"13044",7.71
"13045",8.18
"13046",6.8
"13047",5.13
"13048",5.14
"13049",8.39
"13050",15.54
"13051",25.85
"13052",37.59
"13053",48.32
"13054",55.98
"13055",59.32
"13056",58.08
"13057",52.68
"13058",43.92
"13059",32.7
"13060",19.81
"13061",6.26
"13062",-6.86
"13063",-18.42
"13064",-27.54
"13065",-33.85
"13066",-37.53
"13067",-39.08
"13068",-38.92
"13069",-37.35
"13070",-34.43
"13071",-30.18
"13072",-24.65
"13073",-18.04
"13074",-10.74
"13075",-3.29
"13076",3.52
"13077",8.75
"13078",11.52
"13079",11.42
"13080",8.83
"13081",5.04
"13082",1.96
"13083",1.3
"13084",3.97
"13085",9.68
"13086",17.11
"13087",24.43
"13088",30.11
"13089",33.15
"13090",33.04
"13091",29.65
"13092",23
"13093",13.17
"13094",0.56
"13095",-13.92
"13096",-28.94
"13097",-42.83
"13098",-54.13
"13099",-61.94
"13100",-66.18
"13101",-67.36
"13102",-66.3
"13103",-63.69
"13104",-59.88
"13105",-54.86
"13106",-48.7
"13107",-41.78
"13108",-34.86
"13109",-28.83
"13110",-24.13
"13111",-20.2
"13112",-15.44
"13113",-8.14
"13114",2.93
"13115",17.5
"13116",33.71
"13117",48.85
"13118",60.44
"13119",67.13
"13120",69.03
"13121",67.36
"13122",63.45
"13123",58.29
"13124",52.13
"13125",44.84
"13126",36.32
"13127",26.76
"13128",16.64
"13129",6.56
"13130",-3.04
"13131",-11.95
"13132",-20.12
"13133",-27.39
"13134",-33.56
"13135",-38.33
"13136",-41.49
"13137",-43.08
"13138",-43.3
"13139",-42.42
"13140",-40.43
"13141",-37.04
"13142",-32.01
"13143",-25.45
"13144",-18.01
"13145",-11.04
"13146",-5.98
"13147",-3.82
"13148",-4.69
"13149",-7.69
"13150",-11.29
"13151",-14.03
"13152",-15.05
"13153",-14.32
"13154",-12.46
"13155",-10.26
"13156",-8.36
"13157",-7
"13158",-6.14
"13159",-5.63
"13160",-5.43
"13161",-5.68
"13162",-6.65
"13163",-8.53
"13164",-11.25
"13165",-14.44
"13166",-17.69
"13167",-20.67
"13168",-23.2
"13169",-25.34
"13170",-27.17
"13171",-28.82
"13172",-30.33
"13173",-31.66
"13174",-32.63
"13175",-32.99
"13176",-32.3
"13177",-30.17
"13178",-26.42
"13179",-21.25
"13180",-15.29
"13181",-9.4
"13182",-4.3
"13183",-0.22
"13184",3.16
"13185",6.35
"13186",9.71
"13187",13.17
"13188",16.4
"13189",19.14
"13190",21.37
"13191",23.33
"13192",25.16
"13193",26.63
"13194",27.05
"13195",25.54
"13196",21.49
"13197",15.09
"13198",7.11
"13199",-1.25
"13200",-8.84
"13201",-14.96
"13202",-19.44
"13203",-22.56
"13204",-24.84
"13205",-26.71
"13206",-28.06
"13207",-28.14
"13208",-25.77
"13209",-19.99
"13210",-10.78
"13211",0.33
"13212",10.5
"13213",16.46
"13214",15.83
"13215",8.04
"13216",-5.32
"13217",-21.28
"13218",-36.45
"13219",-48.16
"13220",-54.98
"13221",-56.66
"13222",-53.82
"13223",-47.54
"13224",-38.95
"13225",-29.29
"13226",-19.78
"13227",-11.49
"13228",-5.26
"13229",-1.25
"13230",0.97
"13231",2.43
"13232",4.29
"13233",7.44
"13234",12.06
"13235",17.59
"13236",22.79
"13237",26.25
"13238",26.8
"13239",24.05
"13240",18.61
"13241",11.8
"13242",5.25
"13243",0.2
"13244",-2.89
"13245",-4.49
"13246",-5.58
"13247",-7.14
"13248",-9.61
"13249",-12.79
"13250",-16.14
"13251",-19.15
"13252",-21.55
"13253",-22.98
"13254",-22.99
"13255",-21.01
"13256",-16.56
"13257",-9.88
"13258",-2.08
"13259",5.14
"13260",10.11
"13261",11.94
"13262",11.02
"13263",8.5
"13264",5.84
"13265",4.19
"13266",4.1
"13267",5.63
"13268",8.62
"13269",12.61
"13270",16.87
"13271",20.33
"13272",21.99
"13273",21.35
"13274",18.75
"13275",15.1
"13276",11.23
"13277",7.54
"13278",3.64
"13279",-1.1
"13280",-7.28
"13281",-15.08
"13282",-24.09
"13283",-33.7
"13284",-43.3
"13285",-52.05
"13286",-58.77
"13287",-61.82
"13288",-59.45
"13289",-50.64
"13290",-35.99
"13291",-17.76
"13292",0.64
"13293",15.74
"13294",25.38
"13295",29.16
"13296",28.32
"13297",25.11
"13298",21.67
"13299",19.3
"13300",18.37
"13301",18.53
"13302",19.16
"13303",19.83
"13304",20.32
"13305",20.65
"13306",20.9
"13307",21.21
"13308",21.51
